ZipCode,Latitude,Longitude,City,State,Population
01508,42.13,-71.96,Charlton City,MA,
01509,42.13,-71.96,Charlton Depot,MA,
01510,42.41,-71.68,Clinton,MA,
01515,42.22,-72.04,East Brookfield,MA,
01516,42.05,-71.73,Douglas,MA,
01517,42.46,-71.89,East Princeton,MA,
01518,42.12,-72.11,Fiskdale,MA,
01519,42.2,-71.68,Grafton,MA,
01520,42.35,-71.85,Holden,MA,
01521,42.05,-72.15,Holland,MA,
01522,42.38,-71.87,Jefferson,MA,
01523,42.45,-71.66,Lancaster,MA,
01524,42.25,-71.9,Leicester,MA,
01525,42.1,-71.64,Linwood,MA,
01526,42.12,-71.76,Manchaug,MA,
01527,42.19,-71.76,Millbury,MA,
01529,42.03,-71.58,Millville,MA,
01531,42.31,-72.13,New Braintree,MA,
01532,42.31,-71.64,Northborough,MA,
01534,42.15,-71.65,Northbridge,MA,
01535,42.27,-72.08,North Brookfield,MA,
01536,42.23,-71.69,North Grafton,MA,
01537,42.16,-71.88,North Oxford,MA,
01538,42.05,-71.64,North Uxbridge,MA,
01540,42.11,-71.87,Oxford,MA,
01541,42.45,-71.86,Princeton,MA,
01542,42.2,-71.9,Rochdale,MA,
01543,42.36,-71.95,Rutland,MA,
01545,42.3,-71.71,Shrewsbury,MA,
01546,42.3,-71.71,Shrewsbury,MA,
01550,42.08,-72.03,Southbridge,MA,
01560,42.17,-71.68,South Grafton,MA,
01561,42.45,-71.69,South Lancaster,MA,
01562,42.24,-71.99,Spencer,MA,
01564,42.43,-71.75,Sterling,MA,
01566,42.09,-72.06,Sturbridge,MA,
01568,42.17,-71.61,Upton,MA,
01569,42.08,-71.6,Uxbridge,MA,
01570,42.04,-71.87,Webster,MA,
01571,42.05,-71.93,Dudley,MA,
01580,42.26,-71.61,Westborough,MA,
01581,42.26,-71.61,Westborough,MA,
01582,42.26,-71.61,Westborough,MA,
01583,42.36,-71.78,West Boylston,MA,
01585,42.23,-72.14,West Brookfield,MA,
01586,42.19,-71.76,West Millbury,MA,
01588,42.11,-71.67,Whitinsville,MA,
01590,42.15,-71.76,Sutton,MA,
01601,42.26,-71.8,Worcester,MA,
01602,42.27,-71.85,Worcester,MA,
01603,42.24,-71.84,Worcester,MA,
01604,42.25,-71.77,Worcester,MA,
01605,42.29,-71.79,Worcester,MA,
01606,42.32,-71.8,Worcester,MA,
01607,42.23,-71.79,Worcester,MA,
01608,42.26,-71.8,Worcester,MA,
01609,42.29,-71.83,Worcester,MA,
01610,42.25,-71.81,Worcester,MA,
01611,42.23,-71.87,Cherry Valley,MA,
01612,42.31,-71.93,Paxton,MA,
01613,42.26,-71.8,Worcester,MA,
01614,42.26,-71.8,Worcester,MA,
01615,42.26,-71.8,Worcester,MA,
01653,42.26,-71.8,Worcester,MA,
01654,42.26,-71.8,Worcester,MA,
01655,42.26,-71.8,Worcester,MA,
01701,42.3,-71.43,Framingham,MA,
01702,42.28,-71.44,Framingham,MA,
01703,42.3,-71.43,Framingham,MA,
01704,42.3,-71.43,Framingham,MA,
01705,42.3,-71.43,Framingham,MA,
01718,42.52,-71.43,Acton,MA,
01719,42.5,-71.5,Boxborough,MA,
01720,42.48,-71.46,Acton,MA,
01721,42.25,-71.46,Ashland,MA,
01730,42.48,-71.26,Bedford,MA,
01731,42.46,-71.28,Hanscom AFB,MA,
01740,42.43,-71.6,Bolton,MA,
01741,42.53,-71.35,Carlisle,MA,
01742,42.45,-71.35,Concord,MA,
01745,42.29,-71.5,Fayville,MA,
01746,42.2,-71.43,Holliston,MA,
01747,42.12,-71.54,Hopedale,MA,
01748,42.22,-71.52,Hopkinton,MA,
01749,42.39,-71.56,Hudson,MA,
01752,42.34,-71.54,Marlborough,MA,
01754,42.42,-71.45,Maynard,MA,
01756,42.1,-71.55,Mendon,MA,
01757,42.14,-71.51,Milford,MA,
01760,42.28,-71.35,Natick,MA,
01770,42.23,-71.36,Sherborn,MA,
01772,42.3,-71.51,Southborough,MA,
01773,42.41,-71.3,Lincoln,MA,
01775,42.43,-71.5,Stow,MA,
01776,42.36,-71.4,Sudbury,MA,
01778,42.36,-71.36,Wayland,MA,
01784,42.23,-71.55,Woodville,MA,
01801,42.48,-71.15,Woburn,MA,
01803,42.5,-71.2,Burlington,MA,
01805,42.5,-71.2,Burlington,MA,
01806,42.47,-71.15,Woburn,MA,
01807,42.48,-71.15,Woburn,MA,
01808,42.5,-71.12,Woburn,MA,
01810,42.65,-71.14,Andover,MA,
01812,42.65,-71.14,Andover,MA,
01813,42.48,-71.15,Woburn,MA,
01815,42.48,-71.15,Woburn,MA,
01821,42.55,-71.26,Billerica,MA,
01822,42.55,-71.26,Billerica,MA,
01824,42.59,-71.36,Chelmsford,MA,
01826,42.68,-71.3,Dracut,MA,
01827,42.66,-71.48,Dunstable,MA,
01830,42.78,-71.08,Haverhill,MA,
01831,42.78,-71.08,Haverhill,MA,
01832,42.79,-71.13,Haverhill,MA,
01833,42.73,-70.98,Georgetown,MA,
01834,42.75,-71.03,Groveland,MA,
01835,42.75,-71.09,Haverhill,MA,
01840,42.71,-71.16,Lawrence,MA,
01841,42.72,-71.15,Lawrence,MA,
01842,42.7,-71.16,Lawrence,MA,
01843,42.7,-71.16,Lawrence,MA,
01844,42.74,-71.18,Methuen,MA,
01845,42.7,-71.11,North Andover,MA,
01850,42.66,-71.3,Lowell,MA,
01851,42.63,-71.32,Lowell,MA,
01852,42.63,-71.3,Lowell,MA,
01853,42.63,-71.32,Lowell,MA,
01854,42.65,-71.35,Lowell,MA,
01860,42.83,-71.0,Merrimac,MA,
01862,42.58,-71.3,North Billerica,MA,
01863,42.63,-71.39,North Chelmsford,MA,
01864,42.58,-71.08,North Reading,MA,
01865,42.54,-71.25,Nutting Lake,MA,
01866,42.53,-71.23,Pinehurst,MA,
01867,42.53,-71.1,Reading,MA,
01876,42.61,-71.23,Tewksbury,MA,
01879,42.68,-71.41,Tyngsboro,MA,
01880,42.5,-71.06,Wakefield,MA,
01885,42.67,-71.03,West Boxford,MA,
01886,42.58,-71.43,Westford,MA,
01887,42.55,-71.16,Wilmington,MA,
01888,42.48,-71.15,Woburn,MA,
01889,42.56,-71.06,North Reading,MA,
01890,42.45,-71.14,Winchester,MA,
01899,42.65,-71.14,Andover,MA,
01901,42.46,-70.95,Lynn,MA,
01902,42.47,-70.94,Lynn,MA,
01903,42.47,-70.96,Lynn,MA,
01904,42.47,-70.96,Lynn,MA,
01905,42.47,-70.98,Lynn,MA,
01906,42.46,-71.01,Saugus,MA,
01907,42.47,-70.91,Swampscott,MA,
01908,42.43,-70.93,Nahant,MA,
01910,42.47,-70.96,Lynn,MA,
01913,42.85,-70.92,Amesbury,MA,
01915,42.57,-70.87,Beverly,MA,
01921,42.67,-70.98,Boxford,MA,
01922,42.75,-70.93,Byfield,MA,
01923,42.57,-70.95,Danvers,MA,
01929,42.63,-70.77,Essex,MA,
01930,42.62,-70.66,Gloucester,MA,
01931,42.62,-70.66,Gloucester,MA,
01936,42.61,-70.86,Hamilton,MA,
01937,42.59,-70.98,Hathorne,MA,
01938,42.67,-70.83,Ipswich,MA,
01940,42.53,-71.04,Lynnfield,MA,
01944,42.56,-70.76,Manchester,MA,
01945,42.5,-70.85,Marblehead,MA,
01949,42.6,-71.01,Middleton,MA,
01950,42.81,-70.88,Newburyport,MA,
01951,42.77,-70.85,Newbury,MA,
01952,42.83,-70.84,Salisbury,MA,
01960,42.53,-70.97,Peabody,MA,
01961,42.53,-70.97,Peabody,MA,
01965,42.56,-70.82,Prides Crossing,MA,
01966,42.64,-70.61,Rockport,MA,
01969,42.72,-70.89,Rowley,MA,
01970,42.51,-70.9,Salem,MA,
01971,42.51,-70.89,Salem,MA,
01982,42.62,-70.86,South Hamilton,MA,
01983,42.63,-70.95,Topsfield,MA,
01984,42.6,-70.88,Wenham,MA,
01985,42.8,-71.0,West Newbury,MA,
02018,42.17,-70.88,Accord,MA,
02019,42.09,-71.47,Bellingham,MA,
02020,42.08,-70.64,Brant Rock,MA,
02021,42.15,-71.13,Canton,MA,
02025,42.23,-70.8,Cohasset,MA,
02026,42.24,-71.17,Dedham,MA,
02027,42.24,-71.17,Dedham,MA,
02030,42.24,-71.27,Dover,MA,
02031,42.02,-71.17,East Mansfield,MA,
02032,42.15,-71.21,East Walpole,MA,
02035,42.06,-71.24,Foxboro,MA,
02038,42.08,-71.38,Franklin,MA,
02040,42.19,-70.76,Greenbush,MA,
02041,42.1,-70.71,Green Harbor,MA,
02043,42.23,-70.88,Hingham,MA,
02044,42.23,-70.88,Hingham,MA,
02045,42.3,-70.9,Hull,MA,
02047,42.15,-70.7,Humarock,MA,
02048,42.02,-71.21,Mansfield,MA,
02050,42.09,-70.7,Marshfield,MA,
02051,42.15,-70.73,Marshfield Hills,MA,
02052,42.18,-71.3,Medfield,MA,
02053,42.16,-71.43,Medway,MA,
02054,42.16,-71.35,Millis,MA,
02055,42.19,-70.76,Minot,MA,
02056,42.11,-71.31,Norfolk,MA,
02059,42.1,-70.71,North Marshfield,MA,
02060,42.21,-70.76,North Scituate,MA,
02061,42.16,-70.78,Norwell,MA,
02062,42.18,-71.19,Norwood,MA,
02065,42.1,-70.71,Ocean Bluff,MA,
02066,42.18,-70.73,Scituate,MA,
02067,42.11,-71.18,Sharon,MA,
02070,42.05,-71.35,Sheldonville,MA,
02071,42.1,-71.27,South Walpole,MA,
02072,42.11,-71.1,Stoughton,MA,
02081,42.13,-71.24,Walpole,MA,
02090,42.21,-71.21,Westwood,MA,
02093,42.06,-71.33,Wrentham,MA,
02108,42.36,-71.06,Boston,MA,
02109,42.37,-71.05,Boston,MA,
02110,42.36,-71.05,Boston,MA,
02111,42.35,-71.06,Boston,MA,
02112,42.35,-71.06,Boston,MA,
02113,42.37,-71.06,Boston,MA,
02114,42.36,-71.07,Boston,MA,
02115,42.34,-71.09,Boston,MA,
02116,42.35,-71.08,Boston,MA,
02117,42.35,-71.06,Boston,MA,
02118,42.34,-71.07,Boston,MA,
02119,42.32,-71.09,Roxbury,MA,
02120,42.33,-71.1,Roxbury Crossing,MA,
02121,42.31,-71.09,Dorchester,MA,
02122,42.29,-71.04,Dorchester,MA,
02123,42.35,-71.06,Boston,MA,
02124,42.29,-71.07,Dorchester Center,MA,
02125,42.32,-71.06,Dorchester,MA,
02126,42.27,-71.1,Mattapan,MA,
02127,42.33,-71.04,South Boston,MA,
02128,42.36,-71.01,East Boston,MA,
02129,42.38,-71.06,Charlestown,MA,
02130,42.3,-71.11,Jamaica Plain,MA,
02131,42.28,-71.13,Roslindale,MA,
02132,42.28,-71.16,West Roxbury,MA,
02133,42.36,-71.06,Boston,MA,
02134,42.35,-71.13,Allston,MA,
02135,42.35,-71.15,Brighton,MA,
02136,42.26,-71.13,Hyde Park,MA,
02137,42.25,-71.12,Readville,MA,
02138,42.38,-71.14,Cambridge,MA,
02139,42.36,-71.1,Cambridge,MA,
02140,42.39,-71.13,Cambridge,MA,
